dataset,user_id,item_id,rating,timestamp,split,context_json,source
ml-latest-small,1,1,4.0,964982703,,,ml-latest-small/ratings.csv
ml-latest-small,1,3,4.0,964981247,,,ml-latest-small/ratings.csv
ml-latest-small,1,6,4.0,964982224,,,ml-latest-small/ratings.csv
ml-latest-small,1,47,5.0,964983815,,,ml-latest-small/ratings.csv
ml-latest-small,1,50,5.0,964982931,,,ml-latest-small/ratings.csv
ml-latest-small,1,70,3.0,964982400,,,ml-latest-small/ratings.csv
ml-latest-small,1,101,5.0,964980868,,,ml-latest-small/ratings.csv
ml-latest-small,1,110,4.0,964982176,,,ml-latest-small/ratings.csv
ml-latest-small,1,151,5.0,964984041,,,ml-latest-small/ratings.csv
ml-latest-small,1,157,5.0,964984100,,,ml-latest-small/ratings.csv
ml-latest-small,1,163,5.0,964983650,,,ml-latest-small/ratings.csv
ml-latest-small,1,216,5.0,964981208,,,ml-latest-small/ratings.csv
ml-latest-small,1,223,3.0,964980985,,,ml-latest-small/ratings.csv
ml-latest-small,1,231,5.0,964981179,,,ml-latest-small/ratings.csv
ml-latest-small,1,235,4.0,964980908,,,ml-latest-small/ratings.csv
ml-latest-small,1,260,5.0,964981680,,,ml-latest-small/ratings.csv
ml-latest-small,1,296,3.0,964982967,,,ml-latest-small/ratings.csv
ml-latest-small,1,316,3.0,964982310,,,ml-latest-small/ratings.csv
ml-latest-small,1,333,5.0,964981179,,,ml-latest-small/ratings.csv
ml-latest-small,1,349,4.0,964982563,,,ml-latest-small/ratings.csv
ml-latest-small,1,356,4.0,964980962,,,ml-latest-small/ratings.csv
ml-latest-small,1,362,5.0,964982588,,,ml-latest-small/ratings.csv
ml-latest-small,1,367,4.0,964981710,,,ml-latest-small/ratings.csv
ml-latest-small,1,423,3.0,964982363,,,ml-latest-small/ratings.csv
ml-latest-small,1,441,4.0,964980868,,,ml-latest-small/ratings.csv
ml-latest-small,1,457,5.0,964981909,,,ml-latest-small/ratings.csv
ml-latest-small,1,480,4.0,964982346,,,ml-latest-small/ratings.csv
ml-latest-small,1,500,3.0,964981208,,,ml-latest-small/ratings.csv
ml-latest-small,1,527,5.0,964984002,,,ml-latest-small/ratings.csv
ml-latest-small,1,543,4.0,964981179,,,ml-latest-small/ratings.csv
ml-latest-small,1,552,4.0,964982653,,,ml-latest-small/ratings.csv
ml-latest-small,1,553,5.0,964984153,,,ml-latest-small/ratings.csv
ml-latest-small,1,590,4.0,964982546,,,ml-latest-small/ratings.csv
ml-latest-small,1,592,4.0,964982271,,,ml-latest-small/ratings.csv
ml-latest-small,1,593,4.0,964983793,,,ml-latest-small/ratings.csv
ml-latest-small,1,596,5.0,964982838,,,ml-latest-small/ratings.csv
ml-latest-small,1,608,5.0,964982931,,,ml-latest-small/ratings.csv
ml-latest-small,1,648,3.0,964982563,,,ml-latest-small/ratings.csv
ml-latest-small,1,661,5.0,964982838,,,ml-latest-small/ratings.csv
ml-latest-small,1,673,3.0,964981775,,,ml-latest-small/ratings.csv
ml-latest-small,1,733,4.0,964982400,,,ml-latest-small/ratings.csv
ml-latest-small,1,736,3.0,964982653,,,ml-latest-small/ratings.csv
ml-latest-small,1,780,3.0,964984086,,,ml-latest-small/ratings.csv
ml-latest-small,1,804,4.0,964980499,,,ml-latest-small/ratings.csv
ml-latest-small,1,919,5.0,964982475,,,ml-latest-small/ratings.csv
ml-latest-small,1,923,5.0,964981529,,,ml-latest-small/ratings.csv
ml-latest-small,1,940,5.0,964982176,,,ml-latest-small/ratings.csv
ml-latest-small,1,943,4.0,964983614,,,ml-latest-small/ratings.csv
ml-latest-small,1,954,5.0,964983219,,,ml-latest-small/ratings.csv
ml-latest-small,1,1009,3.0,964981775,,,ml-latest-small/ratings.csv
ml-latest-small,1,1023,5.0,964982681,,,ml-latest-small/ratings.csv
ml-latest-small,1,1024,5.0,964982876,,,ml-latest-small/ratings.csv
ml-latest-small,1,1025,5.0,964982791,,,ml-latest-small/ratings.csv
ml-latest-small,1,1029,5.0,964982855,,,ml-latest-small/ratings.csv
ml-latest-small,1,1030,3.0,964982903,,,ml-latest-small/ratings.csv
ml-latest-small,1,1031,5.0,964982653,,,ml-latest-small/ratings.csv
ml-latest-small,1,1032,5.0,964982791,,,ml-latest-small/ratings.csv
ml-latest-small,1,1042,4.0,964981179,,,ml-latest-small/ratings.csv
ml-latest-small,1,1049,5.0,964982400,,,ml-latest-small/ratings.csv
ml-latest-small,1,1060,4.0,964980924,,,ml-latest-small/ratings.csv
ml-latest-small,1,1073,5.0,964981680,,,ml-latest-small/ratings.csv
ml-latest-small,1,1080,5.0,964981327,,,ml-latest-small/ratings.csv
ml-latest-small,1,1089,5.0,964982951,,,ml-latest-small/ratings.csv
ml-latest-small,1,1090,4.0,964984018,,,ml-latest-small/ratings.csv
ml-latest-small,1,1092,5.0,964983484,,,ml-latest-small/ratings.csv
ml-latest-small,1,1097,5.0,964981680,,,ml-latest-small/ratings.csv
ml-latest-small,1,1127,4.0,964982513,,,ml-latest-small/ratings.csv
ml-latest-small,1,1136,5.0,964981327,,,ml-latest-small/ratings.csv
ml-latest-small,1,1196,5.0,964981827,,,ml-latest-small/ratings.csv
ml-latest-small,1,1197,5.0,964981872,,,ml-latest-small/ratings.csv
